HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.WORKER_ID_level1,Input.Dialogueacts_level1,Input.slot0,Input.slot1,Answer.change,Answer.comments,Answer.joking_sarcastic,Answer.more_detail,Answer.sympathetic,Approve,Reject
373L46LKP7RUM9URB1QJ7CSPTAKJKF,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3HOSI13XH0ACR1MJZQNNOLY8UGZDDV,A2YE2I9DYV9OKW,Approved,Fri Jun 02 16:45:26 PDT 2017,Fri Jun 02 16:51:18 PDT 2017,Sat Jun 17 16:51:18 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,352,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.positive,Let's talk about technology.,I like technology but I think people spend too much time on their phones these days.,Do you think that's going to start changing once AIs start getting smart enough that people can start working less?,,Back in caveman days people probably complained about people spending all their time sharpening spears rather than being present with the people around them.,"Yes, but at least that way they're communicating with humans, not just staring at a TV.","Yeah, it's frustrating to be trying to spend time with someone but their mind isn't there with you, it's one whatever their phone is showing them.",,
3RSBJ6YZECBX7YTAQ3RRZVH6K8DOF1,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3VA45EW49O9933XW96H8YD9Y9001OT,A1UEVG6U64A6IV,Approved,Sat Jun 03 00:32:01 PDT 2017,Sat Jun 03 00:36:34 PDT 2017,Sun Jun 18 00:36:34 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,273,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.rhetorical,Let's talk about technology.,I have so many gadgets that we have a special table in our house for all our devices. We have a charger station set up in our kitchen.,"They say that brain chips are the future. I've read that scientists are going to develop brain chips to help ""install"" foreign languages into your brain.",none,"Who knows, maybe a company is working on implantable brain chips that'll allow you to wirelessly recharge your phones. I sure hope they'd have a life-long warranty on that.",I feel you on that one. I have so many outlets and cords at my work desk that I trip at least once a day before I drink my morning coffee!,"Being too plugged in can really feel confining in a way. I've experienced the ""charger station"" and the ""too many cords"" program as well. There needs to be a simpler way to charge your devices.",,
3BFF0DJK8XXMOV34S4DP046886OSTA,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3V0Z7YWSIZMBI8OPTM30YODBXV22VW,A1YI99FRUDX2M7,Approved,Fri Jun 02 16:33:01 PDT 2017,Fri Jun 02 16:36:34 PDT 2017,Sat Jun 17 16:36:34 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,213,100% (9/9),100% (9/9),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,ATBUWF548K93Q,Answer.TalkMore,Let's talk about technology.,"Robotics is advancing so quickly, I wonder how human like they will become.","Do you think humans will ever become more like robots?  The technology is being developed for humans to become stronger, faster, and smarter.",,"Actually, I am a robot programmed to come and destroy you.  Just kidding.  But if I was a robot, wouldn't that be terrifying?","I saw a video of a robot that acted so human it was difficult to see the difference.  They had human features, voices, and movements.",It's amazing how quickly robotics is advancing.  It won't be long until they will be confused with humans.,,
363A7XIFV47X1RLZGZRDGM0NJLXVAX,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3PJ71Z61R5O6WGTQ7HYQ1NE9EYF19A,A1YI99FRUDX2M7,Approved,Fri Jun 02 16:42:50 PDT 2017,Fri Jun 02 16:46:10 PDT 2017,Sat Jun 17 16:46:10 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,200,100% (9/9),100% (9/9),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,ATBUWF548K93Q,Answer.negative,Let's talk about technology.,The technology of my parents TV is so advanced they call me regularly to help them use it.,Are your parents doing well?  What types of shows do they like to watch?  That's cute that they call you for help.,,"They'll start calling you about their phones, tablets and microwaves next!  I miss the good old days.",These TVs are so smart and have so many features.  Picture-in-picture used to be the most exciting thing one could do with a TV in the past.,That's so nice that you help your parents out with their TV.  I'm sure they appreciate it.,,
3CMV9YRYP3M56FC9W12KMC54IAPJLI,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3BWI6RSP7HV12YZ948VLUB6X8H17ET,A2YE2I9DYV9OKW,Approved,Fri Jun 02 17:31:39 PDT 2017,Fri Jun 02 17:39:42 PDT 2017,Sat Jun 17 17:39:42 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,483,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,ATBUWF548K93Q,Answer.positive,Let's talk about technology.,"I love technology, I rely on it for so many things. Although, sometimes I wonder if it's detrimental to be so reliant on it.",Have you ever watched those shows where people have to survive in the wilderness without any modern technology?,,"I certainly hope not, I'm scheduled to be upgraded to full cyborg status next Tuesday.","If you think about it, using fire to cook, or wearing clothes, or building shelter are all forms of technology. Relying on it is part of what makes us human.","Yeah, wouldn't it be scary if there was an electromagnetic pulse that fried all of our electronics?",,
3VW0145YLYXPCXUUWD3ZMPKTIFFJMK,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3K4J6M3CXFFH5ETYH6XT45TZM51AGJ,A2YE2I9DYV9OKW,Approved,Fri Jun 02 18:48:25 PDT 2017,Fri Jun 02 19:03:14 PDT 2017,Sat Jun 17 19:03:14 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,889,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,ATBUWF548K93Q,Answer.rhetorical,Let's talk about technology.,"I always dreamed of having the handheld computer Captain Picard was always using on Star Trek. Now with an iPad, I feel like I do.","A few years ago people used to talk about how the communicators on old Trek had similarities to flip phones, but nobody uses flip phones anymore.","The minimum length restriction is a little rough on the ""joke"" responses. A lot of good jokes are short and punchy, padding them to be long enough can weaken them a bit.","Do you ever find yourself asking Siri to make you some tea, Earl Gray, hot?","Yeah, it's a cool interface. I just wish I had more I could do with it. I need some kind of bluetooth tricorder, so I can go out and take some readings or something.",It is pretty cool that the stuff we have now is stuff that used to be science fiction. We're living in the future!,,
36AZSFEYZ4L2K1QRMDR9BXKT13IVBS,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3JCG6DTRV4C05JUT9YZROJC6WD9QQK,A1NLW5ZS2WQR35,Approved,Fri Jun 02 22:34:21 PDT 2017,Fri Jun 02 22:52:42 PDT 2017,Sat Jun 17 22:52:42 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,1101,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A0017268R9SKD8U2Y3F,Answer.TalkMore,Let's talk about sports.,I guess if a sport is on at night or in the morning I am willing to watch.,What kind of food do you serve when you plan a tail gate party? We usually just serve finger foods and beer.,None,Baseball is the only game where a man can slap another man on the butt and get paid for it.,At my house the Superbowl is our favorite event of the year. We plan a Superbowl party for our family members and friends who want to watch with us and we have a blast.,I think it's so sad that some people can't go to games with their families because they are working so much. There is a lot of bonding that goes on between parents and children when they share their love for sports.,,
3NBFJK3IOH33LYP51NX9HGHILNDOG0,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,36NEMU28XGZE41SNTERGZZANAA8WMG,A28LE67Q1YR9TV,Approved,Fri Jun 02 18:22:45 PDT 2017,Fri Jun 02 18:26:41 PDT 2017,Sat Jun 17 18:26:41 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,236,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A0017268R9SKD8U2Y3F,Answer.negative,Let's talk about sports.,The only guy who can date a supermodel and keep winning at sports is Tom Brady.,"I don't know, I guess Tom Brady's doing all right. But I'm a lot more interested in the Olympics.",NA,"Hey, I remember David Bowie winning the world cup after marrying that supermodel. Was that David Bowie? I might have just dreamed it.","Yeah, I remember his last game they kept cutting to show her watching in the stands.","Ha, it seems like the more we hear about who some player is dating the worse he plays.",,
3LVTFB9DE5366A2LG0PD6LCI0OVQGA,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,31N2WW6R9SCB7TYIX7C1ZCFHFKHF39,ARH48ZV2DVED5,Approved,Sat Jun 03 10:36:03 PDT 2017,Sat Jun 03 10:40:03 PDT 2017,Sun Jun 18 10:40:03 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,240,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A0017268R9SKD8U2Y3F,Answer.positive,Let's talk about sports.,"Baseball is all over the place, it has no rhyme to it, I never know which team is going to win these days.","I also never know what the hell is going on with the weather, it is almost as out of control as baseball.",No,"It is almost like I know nothing about baseball or sports! I mean, I try to keep my eye on the ball but I just lose it every time.","Take the Red Sox, for example. They are so unreliable these days despite having the same lineup each night.","Every time I watch a game, it never turns out how I expect it to, even when I know the team's lineup!",,
3KQC8JMJGCDSZ5RU2VVZEDV85WUH3X,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3IQ1VMJRYU62Q46Q30RJCO7CIWL9AE,A1WML1ZP2ISAR7,Approved,Sat Jun 03 15:46:38 PDT 2017,Sat Jun 03 15:48:12 PDT 2017,Sun Jun 18 15:48:12 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,94,100% (13/13),100% (13/13),100% (1/1),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A0017268R9SKD8U2Y3F,Answer.rhetorical,Let's talk about sports.,I remember when I was young Sunday mornings sitting in front of my old big box television watching Tony Gwynn playing for the Padres.,What other sports do you watch?,No,Well I dont know about that!,"I did not watch baseball back then, I watch it once in a while now","Yes, those were the good old days.",,
34ZTTGSNJX9K66XW067VRLOJFO8QH9,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,30LB5CDZNDWLVIQLFWOP06XSODS0ZO,AMX5R6NLYNA2K,Approved,Sat Jun 03 11:00:17 PDT 2017,Sat Jun 03 11:03:19 PDT 2017,Sun Jun 18 11:03:19 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,182,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2AVFNOKFHQ2ME,Answer.TalkMore,Let's talk about sports.,"I like sports movies, especially when they're comedies.","What about family themed sports movies, what are some of your favorites in that genre?",N/A,"Sandler at his peak! Well, before he stopped making comedies and moved on to his recent Oscar Worthy endeavors.","Oh yeah, I agree. Dodgeball, Kingpin, Talladega Nights, those are all classic sports comedy movies!","I love the slapstick part of them too. Also Happy Gilmore, that is probably my favorite.",,
36FFXPMST99HLUKGLTFR2GTJ0NQOHZ,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3QAVNHZ3ENQXR67ZSXU9HXY7IQVLAG,A1L3937MY09J3I,Approved,Sat Jun 03 10:40:13 PDT 2017,Sat Jun 03 10:58:36 PDT 2017,Sun Jun 18 10:58:36 PDT 2017,Sun Jun 11 21:17:04 PDT 2017,,,1103,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2AVFNOKFHQ2ME,Answer.negative,Let's talk about sports.,Millions of dollars a year to play a sport a few months out of the year and be adored all year long.. yeeeah tough life.,"Those people might get over paid, but what about the kids who just get millions and millions of dollars because they happened to be born into the right family?",NA,"But it's so HARD having everything given too you, and all you really have to do is PLAY A GAME. I mean those games are LIFE AND DEATH.","Besides the millions of dollars a year to play the sport, don't forget the other millions of dollars and free stuff from getting sponsored by a major company like Nike or Reebok.","Those people are getting paid way too much, and being idolized way too hard, for what they do. I'm glad they can run, jump, throw, whatever, but it's not a real job or something that helps the world.",,
36QZ6V1589Y1O8ITS93Z50SARKVSU1,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3JZQSN0I3RWC15A6SMJLI64QJPKFGF,A1WML1ZP2ISAR7,Approved,Sat Jun 03 09:19:07 PDT 2017,Sat Jun 03 09:20:27 PDT 2017,Sun Jun 18 09:20:27 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,80,100% (13/13),100% (13/13),100% (1/1),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2AVFNOKFHQ2ME,Answer.positive,Let's talk about sports.,"If the Super Bowl was being played in our backyard, I still wouldn't watch.",Did you see the Budweiser commercial last year?,Enjoyed!,The commercials are the only good part.,"I would not watch either, foot ball is boring.","I would not watch the game, but I might watch the commercials.",,
3DZKABX2ZIQLU6IX0DN4MHQBJOIVCZ,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3ATPCQ38J9WHR5EYBCJZB503R4VAYR,A2CSV75E3JT58Y,Approved,Sat Jun 03 07:27:05 PDT 2017,Sat Jun 03 07:30:36 PDT 2017,Sun Jun 18 07:30:36 PDT 2017,Sun Jun 11 21:17:03 PDT 2017,,,211,100% (18/18),100% (14/14),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2AVFNOKFHQ2ME,Answer.rhetorical,Let's talk about sports.,Why pay to sit in the hot sun in an uncomfortable seat surrounded by a bunch of people when you can sit in an air conditioned room for free??,What about watching the games at a sports bar with friends where they have large screen and you can have the best of both worlds?,,That may be true but half the time you are so far away from the action in the stadium and people stand up to block your view so you don't seem much except other fans,"I know what you mean, and the price of buying a ticket plus parking and snacks is ridiculous","Of course, some sports fans believe the only want to really experience the event is to see it in person",,
37MQ8Z1JQEHP0IL08VLIH3LJPE7Y22,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,39ASUFLU6YTVHD50MLZJOAJLADWEXH,A2EIN7ZHCKD3DM,Approved,Sat Jun 03 04:42:47 PDT 2017,Sat Jun 03 04:49:48 PDT 2017,Sun Jun 18 04:49:48 PDT 2017,Sun Jun 11 21:17:04 PDT 2017,,,421,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A9ZS3JB9F24V4,Answer.TalkMore,Let's talk about sports.,"I'm not big on watching sports, but I really like following the individual athletes on social media.","Some NBA player's have worthwhile social media pages, but I think actor's are more fun to follow. I don't work out much, so I prefer to watch artists perform.",,"And by 'individual athletes', do you mean swimsuit models? I LOVE following the women's beach volleyball teams, if you catch my drift.","Many profession athletes are now using their media platforms for social activism, which I think is a great thing.It provides so much more depth to their character than mere celebrity stardom.",It's a great way to catch the great clips of a player without having to watch the whole game. I love seeing their families and personal lives too.,,
3HA5ODM5KAD11N7TXZD41MUT5R4SVQ,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3R6BYFZZP8YNNR5WHWJP6S4LMFIXFR,AMX5R6NLYNA2K,Approved,Sat Jun 03 10:44:06 PDT 2017,Sat Jun 03 10:57:20 PDT 2017,Sun Jun 18 10:57:20 PDT 2017,Sun Jun 11 21:17:04 PDT 2017,,,794,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A9ZS3JB9F24V4,Answer.negative,Let's talk about sports.,I heard that game sucked! Someone must have deflated all of the balls again.,Oh completely. So do you have tickets for next week too? I was thinking about picking up a pair.,,Yeah and it's always good to support all of the upstanding Football players that would NEVER dream to have a run in with the law!,"Eh, it wasn't so bad. The game wasn't that exciting but tailgating and having a few drinks in the nice weather is always a good time.",That's true I guess. It's always fun to go to an event like that. Plus nobody grills up a burger like you do at a tailgate.,,
3RBI0I35XEOEL0HJCVZN0DQBVS7Y3D,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,31LM9EDVOMEYGZDOYGN1NO5FDASNJ7,AXRWHJWWT62LN,Approved,Sat Jun 03 20:23:24 PDT 2017,Sat Jun 03 20:30:15 PDT 2017,Sun Jun 18 20:30:15 PDT 2017,Sun Jun 11 21:17:04 PDT 2017,,,411,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A9ZS3JB9F24V4,Answer.positive,Let's talk about sports.,"Too many sports are fake these days, people just do it for the money and it's not as fun to watch anymore.",What about college teams? Are there any particular teams you like to watch?,no,"i know! It's like they get paid millions of dollars to play a game for a few hours a day. I wish I had that kind of job, but i would rather not go home all battered and bruised.","I don't think it is all that bad. I personally love watching my favorite team, and enjoy following just them through the season.","I can see that in some of the pro sports out there, but i am always willing to give it a chance for pure enjoyment of the athleticism.",,
351S7I5UG9HVUFFU8EIZZ49TN5PJNK,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:55 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:55 PDT 2017,,,3D8YOU6S9F6ZNUIQBY5YSFS4ZYYU6T,AMX5R6NLYNA2K,Approved,Sat Jun 03 10:35:43 PDT 2017,Sat Jun 03 10:41:11 PDT 2017,Sun Jun 18 10:41:11 PDT 2017,Sun Jun 11 21:17:04 PDT 2017,,,328,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A9ZS3JB9F24V4,Answer.rhetorical,Let's talk about sports.,"I go to Fenway Park with my family every summer, so baseball is probably my favorite of all sports.","Nothing like going to the ballpark. Outside of Fenway, what's your favorite place to catch a game?",,"Oh yeah, all the time. Of course he was NEVER in a bad mood when the Sox lost, and the beer was ALWAYS reasonably priced.","That's awesome, I went to Fenway a lot with my Dad when I was a kid. It's really cool to catch a game in a park that people have been going to for nearly 100 years.","I completely agree, so many legends have played there. Did you go to a lot of games with your Dad.",,
