HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.slot0,Input.slot1,Input.slot2,Answer.change,Answer.comments,Answer.joking_sarcastic,Answer.more_detail,Answer.sympathetic,Approve,Reject
3SBNLSTU6UQC8ITL167IRTLPS1SDZD,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3R5F3LQFV366YZI4HHQ0Q7TAMM0OZ6,AKQ0P7FYVX7MD,Approved,Mon Jun 05 14:30:04 PDT 2017,Mon Jun 05 14:37:36 PDT 2017,Tue Jun 20 14:37:36 PDT 2017,Sun Jun 11 22:05:49 PDT 2017,,,452,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A31NREVPH2XDCO,A1WML1ZP2ISAR7,Answer.TalkMore,Answer.continuation,Let's talk about entertainment.,"But these days, concert tickets can be so expensive, if you can even get any in time that the go on sale online.",Ticket prices are crazy. I paid 400 to see TOm Petty,What was the name of the last group that you saw in concert? I do not even remember the last concert that I attended.,Enjoying it!,Paying $400 for a ticket is somewhat too rich for my blood. It is cheaper to buy the Cd's for your favorite group.,Trying to purchase tickets online can be very challenging also. Buying online can create security risks.,"If it is a concert that you really want to go to, it is best to purchase the tickets as soon as they go on sale especially if it is a popular group. You do not want to fall into the hands of someone selling fake tickets.",,
3SR6AEG6W5ETF8OIRGOP47RLEZHYHG,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3RRCEFRB7NY6C856SJVOQRG2EX6B4F,A256CNCYJ4PUH9,Approved,Mon Jun 05 21:18:19 PDT 2017,Mon Jun 05 21:25:22 PDT 2017,Tue Jun 20 21:25:22 PDT 2017,Sun Jun 11 22:05:56 PDT 2017,,,423,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,ATBUWF548K93Q,A1YI99FRUDX2M7,Answer.negative,Answer.continuation,Let's talk about technology.,The technology of my parents TV is so advanced they call me regularly to help them use it.,These TVs are so smart and have so many features.  Picture-in-picture used to be the most exciting thing one could do with a TV in the past.,What about autonomous vehicles? What do you think about how they will affect our economy?,,"One day, you're going to be like my parents and have to call YOUR kid to help you turn on your computer.",The amount of information we now have at our fingertips is amazing. It has certainly changed the way we communicate and how information is shared. I barely use anything but my smartphone these days to go on the internet.,It's great! Do you have a smart TV? What features do you have? Ours has YouTube and Pandora.,,
3SX4X51T80U2B7C2FN5ZLU6FNUSOAK,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3WOKGM4L7229WECEDND8K8QO4IKO0N,A2YE2I9DYV9OKW,Approved,Mon Jun 05 16:48:06 PDT 2017,Mon Jun 05 16:57:58 PDT 2017,Tue Jun 20 16:57:58 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,592,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A28LE67Q1YR9TV,Answer.positive,Answer.continuation,Let's talk about entertainment.,"I love all types of entertainment, but my favorite is going to the movies.",I love the old theater near downtown. The seats aren't nearly as comfortable but the people there are so nice.,"There's something fun about the ritual of interacting with the people, getting your tickets, having them hand you your stub back. I really miss that when I watch movies at home.",NA,"And as an added bonus you get to deal with all the downtown traffic, that's nice, too.","I find that once I get sucked into a movie I don't really notice what the seats are like, all my attention is focused on what's going on in the story.","I like buildings that have a bit of history to them, it makes the whole experience feel a bit more special.",,
3T8DUCXY0NR4JG75JYDYJ91IGKRT9W,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3F6HPJW4JEMOXXOUJW8WKQWP4JLW2B,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 17:56:39 PDT 2017,Mon Jun 05 18:04:30 PDT 2017,Tue Jun 20 18:04:30 PDT 2017,Sun Jun 11 22:05:45 PDT 2017,,,471,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A3KL0G33VCL8XK,Answer.rhetorical,Answer.elaboration,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,"Yeah, it's a good thing today that people don't wear things that they're going to regret in the future.",Styles have definitely changed over the years. I am content with the current styles of this generation.,,"Yea, I just like to laugh at people wearing crazy stuff so in my eyes, just keep being weird folks.","Yea, I think its funny when people wear things that they are going to regret later. I laugh at it.","Me too, but just imagine how much torture they will go through if people decide to make fun of what they are wearing.",,
3THR0FZ95PEJ7Q36CEUPU8MQH6RLOZ,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,38JBBYETQPW4JBHQ2AXERZMNHQ14EI,A2F7BVFNX8BB5C,Approved,Mon Jun 05 14:58:15 PDT 2017,Mon Jun 05 15:04:48 PDT 2017,Tue Jun 20 15:04:48 PDT 2017,Sun Jun 11 22:05:44 PDT 2017,,,393,100% (13/13),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,AMX5R6NLYNA2K,Answer.positive,Answer.change,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,You know it. Don't you wish that your job was more of a casual office? I hate formal wear as well.,You know what else bugs me is that tiny breakroom. Like one fridge and microwave is enough for almost a hundred employees?,,"As a matter of fact, my overall productivity levels drop precisely 11.5% when I am wearing 2 inch heels. I lose another percent for every cm in height.","Honestly, it makes me less productive when I am wearing rigid and uncomfortable clothing. I'd be a better employee in sneaks and sweats.",I do wish it was more casual. I think we put too much importance on worrying about what people are wearing over what they're doing.,,
3TKXBROM5TV3GE43BY57UWDC18NJI0,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3EO896NRAXHWBCI8VC9DWNB72W0TJ8,A2ECRNQ3X5LEXD,Approved,Mon Jun 05 14:15:18 PDT 2017,Mon Jun 05 14:17:30 PDT 2017,Tue Jun 20 14:17:30 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,132,100% (15/15),100% (15/15),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2CSV75E3JT58Y,Answer.negative,Answer.change,Let's talk about entertainment.,"When I was eight months pregnant, we went to the movies and I had to waddle up and down the stairs to the restroom at least five times.",The Oscars are too political for me but I enjoy a good movie as the next person.  Hollywood is an industry and big business so they are out to make money which can be seen as selling out but business is business.,Do you feel this way about all awards shows?,,Oh yeah the Oscars have a MAJOR influence on politics. I mean they have MORE power than the president!,I agree that the oscars are too political. That is why they are alienating their conservative base because no one wants to be told how to look at situations.,The Oscars are becoming way too politically correct for my liking. They are becoming to the point where everyone deserves a trophy and I do not enjoy that one bit. I agree with you that they are becoming too political and unfortunately Hollywood doesn't have enough conservatives to voice opinions.,,
3TL87MO8CMAP1DQDDBBZ7EDCP50LFD,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:14 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:14 PDT 2017,,,3B2X28YI3X1KRV9KB7O3NP0GAMNB67,A3GEHH49HNJM57,Approved,Mon Jun 05 16:47:07 PDT 2017,Mon Jun 05 16:59:55 PDT 2017,Tue Jun 20 16:59:55 PDT 2017,Sun Jun 11 22:05:37 PDT 2017,,,768,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A9ZS3JB9F24V4,AMX5R6NLYNA2K,Answer.negative,Answer.change,Let's talk about sports.,I heard that game sucked! Someone must have deflated all of the balls again.,Oh completely. So do you have tickets for next week too? I was thinking about picking up a pair.,"Yes, would you want to take them off my hands? I had a family obligation come up for next week.",Fun Hit. Good luck with your study.,"Yea, looking forward to seeing how far the deflated balls go this time! If I decide I don't want to go, maybe I can sell them for 10 cents each.","Yes I do! I'm really looking forward to it. Even though the last game isn't worth talking about, they have been playing pretty good this season.","Yes, I hope you can get your hands on a pair too. I've heard they are sold out.",,
3TLFH2L6Y99TJWM6YPYJ9MT4AEHT24,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,384PI804XTNOU647K4UH4D0P1C3S0E,A2F7BVFNX8BB5C,Approved,Tue Jun 06 12:39:47 PDT 2017,Tue Jun 06 12:45:12 PDT 2017,Wed Jun 21 12:45:12 PDT 2017,Sun Jun 11 22:05:40 PDT 2017,,,325,100% (13/13),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,A1WML1ZP2ISAR7,Answer.positive,Answer.continuation,Let's talk about fashion.,"I think fashion trends are set by the industry, not as a creative outlet, but as a way to earn a profit from the masses.",nan,My thing though is I'm a huge window shopper. I waste so much time just going and looking at things I never buy!,,"Oh well, at least the fashion industry promotes a safe and well paid marketplace of third world sweat factory workers that slave over the garments we buy, wear twice, and then toss into the donation bin. Oh, wait a second.",I have no doubt of that. They must have marketing panels and statisticians whose sole purpose is to identify fashion trends and come up with formulas to make the most money. Period.,"It's a shame too because I'm sure the designers want to be artists and make something meaningful and beautiful, but the bottom line is all that matters to the company.",,
3TRB893CSJVW0SX6K1G76UVNV0VG7Y,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,37ZHEEHM6X8YS0JCFOEPBK20H3437D,A2YE2I9DYV9OKW,Approved,Mon Jun 05 15:08:16 PDT 2017,Mon Jun 05 15:13:19 PDT 2017,Tue Jun 20 15:13:19 PDT 2017,Sun Jun 11 22:05:47 PDT 2017,,,303,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2CSV75E3JT58Y,Answer.TalkMore,Answer.joking_sarcastic,Let's talk about entertainment.,Seeing actors in different roles is very interesting to me.,To be successful as an actor and get lots of roles you have to be versatile especially as you get older.,I also find it interesting when actors go behind the camera and start directing films.,NA,"They have older actors now? You could have fooled me, I don't think I saw anybody over 40 in the last film I watched.","I like to see actors sort of transform themselves, like Bill Murray who started out doing just comedy but then moved into more dramatic roles.","Yes, although sometimes it's disappointing to see a famous actor in a role where they don't really fit the part, I think they need to strike a balance.",,
3TY2U1TEB7VZBPO9TGQ76XSCENCJJC,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3ZOTGHDK5JX9XNWQMPWSUEW7Z74SO9,A2F7BVFNX8BB5C,Approved,Mon Jun 05 14:42:05 PDT 2017,Mon Jun 05 14:48:19 PDT 2017,Tue Jun 20 14:48:19 PDT 2017,Sun Jun 11 22:05:49 PDT 2017,,,374,100% (13/13),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A1A76U56BNERB9,Answer.rhetorical,Answer.joking_sarcastic,Let's talk about entertainment.,Most of my first dates have been to the movie theater. It's a great conversation starter and gives you something to discuss for a while afterwards.,"That's really true and it is an easy way to find out if you and your date have anything in common.  To be honest, if you can't agree on the types of movies you like then things may be doomed from the start.",My favorite is after the movie when you have that first real conversation - and decide what you're going to do after you walk out of the theater.,These are fun,"My go to is to dissect the movie previews and see if they join in. If so, I know I'm on the right track for romance.","Plus there's always something to discuss - the wretched concession prices, the movie posters, and of course the movie goers themselves.",I prefer the movie theater first date to the restaurant first date. With a movie to watch and respond to you can kind of feel each other out before doing the obligatory social interview.,,
3U74KRR67M6P8IBZK8W31AW2L98NTP,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,3D3VGR7TA118AJ3RO2CVG1T0IHM3R4,A2B0Y8A9NMCF6J,Approved,Mon Jun 05 16:34:48 PDT 2017,Mon Jun 05 16:42:21 PDT 2017,Tue Jun 20 16:42:21 PDT 2017,Sun Jun 11 22:05:34 PDT 2017,,,453,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3TJOSEGRRDAM5,A2YE2I9DYV9OKW,Answer.positive,Answer.continuation,Let's talk about politics.,Everyone I know is going crazy over the Comey Dismissal,It's a crazy situation. Firing the director of the FBI would be big news even if there wasn't an ongoing investigation.,"It will be lost in all the diversions they are creating, did you hear about his Tweets abou the London terror attacks?",,"""I'm going to fix everything in the first 100 days!""  Yeah Mr. Trump you can't fire everyone who doesn't do what you want without push back.",How True!  Can you imagine if this was in JFK's time?  Hoover would have a fit!,I'm sure this will all come out in the wash eventually and we'll all know the truth.,,
3URJ6VVYUP8N9IWL6MV88RKFVKWO49,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3RSDURM96B8KHIVARHLL7OQUCRVEY8,A3PB0KSWXYUEAY,Approved,Mon Jun 05 14:44:14 PDT 2017,Mon Jun 05 14:56:04 PDT 2017,Tue Jun 20 14:56:04 PDT 2017,Sun Jun 11 22:05:43 PDT 2017,,,710,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.rhetorical,Answer.elaboration,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"Wait a minute, are you saying that all these years I've been donating money to fashion shows I shouldn't have been taking the charitable deduction on my taxes?",Speaking of charitable donations do you actually want to join me and donate to a good cause this weekend at the church?,,"Yeah right, fashion shows in Milan and Paris are not deductible as charitable donations I hope you are kidding.","Absolutely not, I hope your kidding. Charitable donations are not exactly tied to fashion shows.","Charitable donations are important part of the tax code that should only be used for real purposes, not fashion shows. Real charities should only be deducted from your gross income.",,
3UUIU9GZC5QLIT5TG80H7TWGUO8T55,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,39LNWE0K4VIFGEDRDZENPII981TUIB,A2VST4NDTKAMAD,Approved,Tue Jun 06 05:58:56 PDT 2017,Tue Jun 06 06:05:28 PDT 2017,Wed Jun 21 06:05:28 PDT 2017,Sun Jun 11 22:05:43 PDT 2017,,,392,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.positive,Answer.elaboration,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I don't follow the trends, the trends follow me. I'm basically a style icon.","Since you don't follow trends, do you follow the news? I hear so many people who don't know what happening in the world because they are following their ""news"" on social media and such.",none,"You're a style icon? That's a interesting title to have these days. Do they pay good? I was looking into that job a few years back, lol.",I would consider myself a style icon also. I don't do trends especially with whats out there nowadays. It's just crazy.,Being a style icon sets you apart from the rest of the crowd. I like that. You get to wake up in the morning knowing that someone is going to follow your trend.,,
3UXQ63NLAA7ZOWEX89P3OOMRA78BLL,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:14 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:14 PDT 2017,,,37TD41K0AIV8OYZNWKN1ZE2QAZ7CSU,A3MDIA7JN82PF,Approved,Tue Jun 06 08:58:21 PDT 2017,Tue Jun 06 09:03:37 PDT 2017,Wed Jun 21 09:03:37 PDT 2017,Sun Jun 11 22:05:34 PDT 2017,,,316,100% (22/22),100% (22/22),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2AVFNOKFHQ2ME,A1L3937MY09J3I,Answer.negative,Answer.change,Let's talk about sports.,Millions of dollars a year to play a sport a few months out of the year and be adored all year long.. yeeeah tough life.,"Those people might get over paid, but what about the kids who just get millions and millions of dollars because they happened to be born into the right family?","Sometimes I think athletes get paid too much, but some don't get paid enough. College athletes don't get paid at all.",,haha what if your dad was famous for sports but you were horrible? That wouldn't be any fun at all even if you had money.,You'd probably be more likely to go into sports if your mom or dad was famous. It would be inspiring.,Those lucky children. But imagine getting ratted out because you chose to miss a game for your child's birth or graduation. Horrible.,,
3UXQ63NLAA7ZOWEX89P3OOMRA78LBV,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:14 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:14 PDT 2017,,,3NVC2EB65RLH7KFD2X4POXMXL2AY36,A3OWGVIP4VYSPV,Approved,Mon Jun 05 15:00:16 PDT 2017,Mon Jun 05 15:02:18 PDT 2017,Tue Jun 20 15:02:18 PDT 2017,Sun Jun 11 22:05:34 PDT 2017,,,122,100% (39/39),100% (19/19),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2AVFNOKFHQ2ME,AMX5R6NLYNA2K,Answer.TalkMore,Answer.continuation,Let's talk about sports.,"I like sports movies, especially when they're comedies.","Oh yeah, I agree. Dodgeball, Kingpin, Talladega Nights, those are all classic sports comedy movies!",Goal ball is this sport for the blind and there'll never be a movie about that.,none,I know they'll never make a sports movie about a disabled athlete even though that would be so great.,Ladybugs is a funny sports movie about a boy who gets on the girls' soccer team and has to pretend to be a girl.,I also like Remember the Titans because it's sort of historical and kind of uplifting without being preachy.,,
3V8JSVE8YYBHVYXG1FGJJ4U8MJPYE0,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,3LOZAJ85YEZ3MXTKT14IM9AWDJ1X2B,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 16:00:07 PDT 2017,Mon Jun 05 16:02:58 PDT 2017,Tue Jun 20 16:02:58 PDT 2017,Sun Jun 11 22:05:53 PDT 2017,,,171,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.rhetorical,Answer.joking_sarcastic,Let's talk about technology.,"One of the biggest events in history, the D-Day invasion, was planned in secret by Gen. Eisenhower and his staff using only file cards and it saved the world from the Nazis","At the end of the day I suppose that technology is really only a tool, the important thing is the people using it, and maybe how they use it.","I think that it is important to continue to make innovative technology. The more knowledge we have, the better.",,"Well, eventually technology will take over our lives anyway. Why not let it do that now.","Yea, sometimes technology scares me, but it is definitely mostly good. We can do a lot that we couldn't do before.","Yea, technology is a nice tool to have, but we shouldn't let it completely rule our lives. Thats for sure.",,
3VAOOVPI3ZDB1509ZMEX2RIWM1MLLI,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,374TNBHA8CH9ELLF08GL15F8VZOYQJ,A13NOSGEQMNGP8,Approved,Tue Jun 06 07:19:36 PDT 2017,Tue Jun 06 07:20:47 PDT 2017,Wed Jun 21 07:20:47 PDT 2017,Sun Jun 11 22:05:38 PDT 2017,,,71,100% (18/18),100% (18/18),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A31NREVPH2XDCO,A2YE2I9DYV9OKW,Answer.positive,Answer.elaboration,Let's talk about politics.,"Yikes-- maybe politics in history, instead of current politics.","Hey, if everybody thought that way then only freaks and weirdos would deal with politics. Wait, maybe that explains some things.",How about local politics?  Who do you think should be the mayor of our city?,,Well I guess we can count the days until his term is up!,"The last election was a really scary time, I still can't believe that he won.",I was really hoping to witness our first female president being elected.,,
3VDI8GSXAFE0062PU68DKURI6K1G8L,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3RSDURM96B8KHIVARHLL7OQUCVQYEV,AR1DW7M787JN5,Approved,Tue Jun 06 00:09:23 PDT 2017,Tue Jun 06 00:19:56 PDT 2017,Wed Jun 21 00:19:56 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,633,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A28LE67Q1YR9TV,Answer.positive,Answer.joking_sarcastic,Let's talk about entertainment.,"I love all types of entertainment, but my favorite is going to the movies.",I go to the dollar theater near the mall sometimes. It's just as nice as Cinemark if you don't mind waiting a bit for new movies.,"What's your favorite movies to go see, I've always been partial to action movies, seeing those huge explosions on scene really get me on the edge of my seat",no,"You know, it's starting to sound like I've been wasting a lot of money when I could have just been going with you.","I've never been to that one, I usually go to Imax to get the full surround experience, but it sounds like Cinemark is worth checking out.","Maybe we could go together this weekend, my treat; you could show me what I've been missing.",,
