HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.slot0,Answer.RelatedTopic,Answer.anecdote,Answer.comments,Answer.funny,Answer.opinion,Approve,Reject
3S4TINXCC087UHHUL15VG5QL3QROBJ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3634BBTX0PGQXWG1IAJO3IH6RHSIFD,A1JO1CCU5FXOUW,Submitted,Thu May 11 09:36:24 PDT 2017,Thu May 11 09:41:13 PDT 2017,Fri May 26 09:41:13 PDT 2017,,,,289,100% (9/9),100% (9/9),100% (9/9),"There's this weird genre that are romantic action movies, where the male and female lead get thrown together into some mystery or conspiracy.  Those are my favorites, like that movie ""Red"" or like some of the Jason Bourne movies.",I really like different movies then that.  The lead actor and actress falling in live is too typical of plots.  I'd prefer a different kind of action film.,I loved the Star Wars movies where Han and Princess Leah fell in love.  That made the story more interesting.,NA,Love in action movies needs to be done away with.  We don't need to see Superman fall in love with Lois Lane again do we?,I love it when the two lead actors in a movie in a dangerous situation fall in love.  I love the extra tension that creates in an already tense action situation.,x,
3S4TINXCC087UHHUL15VG5QL3QROBJ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3Q8GYXHFEQO7IW1CKOAT63SYPG8C5W,A2KG59JUICJLP0,Submitted,Thu May 11 04:31:25 PDT 2017,Thu May 11 05:26:07 PDT 2017,Fri May 26 05:26:07 PDT 2017,,,,3282,100% (22/22),100% (22/22),100% (22/22),"There's this weird genre that are romantic action movies, where the male and female lead get thrown together into some mystery or conspiracy.  Those are my favorites, like that movie ""Red"" or like some of the Jason Bourne movies.",What about romantic comedies? Where the female and male lead get thrown into a funny situation?,I had a dream like that once where me and this guy I was dating were International spies.,,You'd think all those bullets flying and explosions would ruin the mood.,"Yeah I guess the romance can soften the action a bit, right?",x,
3HA5ODM5KAD11N7TXZD41MUT37AVST,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3EF8EXOTT2HV2S6ZTTP3QHSC3MGJ17,A1R3MNDWBBDZ6L,Submitted,Thu May 11 10:18:48 PDT 2017,Thu May 11 10:19:46 PDT 2017,Fri May 26 10:19:46 PDT 2017,,,,58,100% (91/91),100% (91/91),100% (91/91),"I can't watch sad movies anymore, they are just too depressing.","I mostly prefer comedies, myself.","I saw a sad movie last week, I cried a lot.",no,"I saw a movie that was supposed to be sad, but the acting was so corny that I laughed instead.","I like sad movies, personally. I love a good cry.",x,
3HA5ODM5KAD11N7TXZD41MUT37AVST,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3FTYUGLFSV7HNO7QKK54Q9AGBN8D50,A1L9XASV7HRLBT,Submitted,Thu May 11 17:02:24 PDT 2017,Thu May 11 17:09:58 PDT 2017,Fri May 26 17:09:58 PDT 2017,,,,454,100% (2/2),100% (2/2),100% (2/2),"I can't watch sad movies anymore, they are just too depressing.","I don't like movies, I prefer to listen to sad songs. A musician has a lot more real emotion than a movie with actors.","I brought a girl to a sad movie as a first date without knowing it once. It was not a good idea, she cried the whole time.",,Sad movies are the worst. One time I saw one and I had to go on Prozac.,Sad movies are really just Oscar bait. They just want you to feel some emotion so that they can win an award.,x,
3HA5ODM5KAD11N7TXZD41MUT37AVST,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3Z4AIRP3C7ZWXCBOAX44HQ0RFPC1X5,A2AWBDW9V1E9KT,Submitted,Thu May 11 16:40:46 PDT 2017,Thu May 11 17:40:13 PDT 2017,Fri May 26 17:40:13 PDT 2017,,,,3567,100% (13/13),100% (13/13),100% (13/13),"I can't watch sad movies anymore, they are just too depressing.","Lots of movies are sad, even the ones that you wouldn't expect.",Logan was the only movie that ever made me cry. I loved it.,No,"My father and I loved watching Secondhand Lions. It was poignant and Bittersweet, especially when the lion eats the bad guy.",I like sad movies. They remind me of what's important.,x,
3D5G8J4N5AP2GNK8MZIUBRQF5QOVTI,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,32EYX73OY1VS9DGA3M8W3AJ0O0MRUL,A1R3MNDWBBDZ6L,Submitted,Thu May 11 09:27:09 PDT 2017,Thu May 11 09:28:24 PDT 2017,Fri May 26 09:28:24 PDT 2017,,,,75,100% (91/91),100% (91/91),100% (91/91),"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.",Other violent movies are a little too much for me too.,I almost got sick when I saw the bloody scene from Kill Bill.,no,Quentin Tarantino goes with violence like clowns to big shoes.,"Yeah, they're too bloody for me too. I can't stand it.",x,
3D5G8J4N5AP2GNK8MZIUBRQF5QOVTI,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3EFVCAY5L4VDDSQKSEYI5RFKHR6J89,A3QZ0X5GCZ3H97,Submitted,Thu May 11 07:37:07 PDT 2017,Thu May 11 07:42:26 PDT 2017,Fri May 26 07:42:26 PDT 2017,,,,319,100% (10/10),100% (10/10),100% (10/10),"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.",Kill Bill is my favorite Quentin Tarantino movie.,"I remember when I was younger, I couldn't watch Tarantino movies because of the violence.",na,In Tarantino's movies a quick bullet to the body solves everyone's problems.,"To me, the violence is the best part.",x,
3D5G8J4N5AP2GNK8MZIUBRQF5QOVTI,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3W92K5RLWV33H57CB55YWVGNANMV5C,A2KG59JUICJLP0,Submitted,Thu May 11 04:17:45 PDT 2017,Thu May 11 04:53:33 PDT 2017,Fri May 26 04:53:33 PDT 2017,,,,2148,100% (22/22),100% (22/22),100% (22/22),"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","The way the world is today, maybe we're all getting a little more sensitive to violence.",I have a friend who went on a date with Tarantino and apparently he's really into feet.,,"So you only watch the end credits, then?","I've always found the violence excess in his movies, but it never looked all that real.",x,
3ZFRE2BDQ9ZQ6OY2S68UL0OH6XIXZ3,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3DBQWDE4Y7KQ90Y39EJ7MEMAOL8N5D,A2ZOM62DKMSWDK,Submitted,Thu May 11 06:58:05 PDT 2017,Thu May 11 07:02:21 PDT 2017,Fri May 26 07:02:21 PDT 2017,,,,256,100% (7/7),100% (7/7),100% (7/7),"Sometimes I just want to watch something like ""Jason Bourne"" that has absolutely no dialog.","If I'm at the movies, though, I need something to listen to. That Matt Damon, he's a hunk, though, isn't he? Aging well, too.","I once saw someone try to repeat that car chase trick from the first Bourne movie, driving the car down a flight of stairs. Man, was that car messed up when it got to the bottom.",I'm fine,"Maybe when Damon gets too old to play Bourne, they'll still bring him back, but give him more to say!","I often turn off the sound and watch just the action in movies. That is, when I'm watching them on TV. I like to watch horror movies this way.",x,
3ZFRE2BDQ9ZQ6OY2S68UL0OH6XIXZ3,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3IUZPWIU1PTJEDSK82E0KMIJEN2WKT,A5N6QK76RTR7R,Submitted,Thu May 11 06:26:20 PDT 2017,Thu May 11 06:51:10 PDT 2017,Fri May 26 06:51:10 PDT 2017,,,,1490,100% (231/231),100% (231/231),100% (231/231),"Sometimes I just want to watch something like ""Jason Bourne"" that has absolutely no dialog.",That's how I feel when some people are talking. I just wish they'd stop so I could hear what I was thinking.,"The Talmud  says ""the rabbi who likes the sound of his own voice has an audience of one"".",NA,"We should all keep that in mind when someone's eyes start to glaze over when you're in the middle of a ""great"" story!",I know and veg out for once.,x,
3ZFRE2BDQ9ZQ6OY2S68UL0OH6XIXZ3,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3QHK8ZVMIN42AGCRYBU5C8IDTL6LBK,A2KG59JUICJLP0,Submitted,Thu May 11 04:17:40 PDT 2017,Thu May 11 04:50:52 PDT 2017,Fri May 26 04:50:52 PDT 2017,,,,1992,100% (22/22),100% (22/22),100% (22/22),"Sometimes I just want to watch something like ""Jason Bourne"" that has absolutely no dialog.",Did you end up watching the other movies in that series? That last couple were really different.,The first time I heard a European police siren in France I thought of that movie since it's the only other place I'd heard them!,,I watched that with my mom and there was way too much dialogue--from her.,"As far as I know, there's nothing like a good action flick when you want to give your brain a rest.",x,
3JTPR5MTZSXMFAF6MZMP629K9PW5KG,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3P1L2B7AD2BMTA102GZRISIC1RQLO4,A2RQCG4Q0PP4DZ,Submitted,Thu May 11 18:33:12 PDT 2017,Thu May 11 18:34:49 PDT 2017,Fri May 26 18:34:49 PDT 2017,,,,97,100% (7/7),100% (7/7),100% (7/7),My favorite male action lead is Daniel Craig.,My favorite action lead is Denzel Washington.,When I was little I loved James Bond no one can compare to him.,NA,One time I thought some guy was Daniel Craig and I went to get his autograph and it turned out to be my garbage man.,"I am not a huge fan of Daniel Craig, his accent drives me crazy and he fails to deliver in most movies I have seen him in.",x,
3JTPR5MTZSXMFAF6MZMP629K9PW5KG,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3RUIQRXJBCAENPY3POJZQBEI5GBLL0,A3ND45H7QDAY36,Submitted,Thu May 11 08:03:08 PDT 2017,Thu May 11 08:06:32 PDT 2017,Fri May 26 08:06:32 PDT 2017,,,,204,100% (5/5),100% (5/5),100% (5/5),My favorite male action lead is Daniel Craig.,He was really good in Spectre.,He's also the Storm Trooper in Force Awaken that gives his gun to Rey when she learns she can use the Force to command people.,NA,Apparently he would just hang out on the set of Force Awaken until someone asked him to be a Storm Trooper.,Daniel Craig is so good looking.,x,
3JTPR5MTZSXMFAF6MZMP629K9PW5KG,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3WR9XG3T64XJAW2GF2J8LPU6PG647P,AA6KOL8Y7E3DL,Submitted,Thu May 11 16:36:47 PDT 2017,Thu May 11 16:42:41 PDT 2017,Fri May 26 16:42:41 PDT 2017,,,,354,100% (4/4),100% (4/4),100% (4/4),My favorite male action lead is Daniel Craig.,"His Bond movies have been really good so far, I hope he keeps making them.","I think I only saw one of his early before his Bond movies, called Layer Cake, which is really good.",,If he keeps making James Bond movies for much longer he'll start needing Gold Bond.,"I like him a lot too, he's a really good James Bond.",x,
3ZTE0JGGCEDQ4M90Z11QRPW3LBROCQ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3WSELTNVR4OLAJF416W03O8O5HIATU,A22NOME8P61FM4,Submitted,Thu May 11 05:39:45 PDT 2017,Thu May 11 05:46:17 PDT 2017,Fri May 26 05:46:17 PDT 2017,,,,392,100% (21/21),100% (21/21),100% (21/21),Have you every noticed how women scientists in movies always drop things and are clumsy? What's that about?,It probably has to do with comedic affect or thats just how the characters were written.,Have you ever noticed in movies men die more than women?,na,I'm sure some people could take would you said and write and article about it on buzzfeed.,"I think that is a silly statement to make, give me an example.",x,
3ZTE0JGGCEDQ4M90Z11QRPW3LBROCQ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3X0H8UUIT2AH2W5SDBN2B89TVI6WS3,A5N6QK76RTR7R,Submitted,Thu May 11 09:04:32 PDT 2017,Thu May 11 09:47:14 PDT 2017,Fri May 26 09:47:14 PDT 2017,,,,2562,100% (231/231),100% (231/231),100% (231/231),Have you every noticed how women scientists in movies always drop things and are clumsy? What's that about?,It's kind of like why do all smart women have to have dark hair and/or wear glasses?,To be smart I guess you have to be a nerd.,NA,I know I'd rather have the most fun and I'm a brunette!,It's like they have to fill a nerdy stereotype.,x,
3ZTE0JGGCEDQ4M90Z11QRPW3LBROCQ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3ZAZR5XV0245PAL1RCH9V7ZTQHHCZ8,A1R3MNDWBBDZ6L,Submitted,Thu May 11 10:12:14 PDT 2017,Thu May 11 10:13:45 PDT 2017,Fri May 26 10:13:45 PDT 2017,,,,91,100% (91/91),100% (91/91),100% (91/91),Have you every noticed how women scientists in movies always drop things and are clumsy? What's that about?,A lot of other character types are given humanizing flaws too.,"Hey, I drop things. I can relate to characters like that.",no,"If all being a scientist takes is dropping things, I could be a scientist.","It's probably to humanize them and make them endearing. There are a lot of ""absentminded professor"" male scientist characters too, so I don't think it's because they're women.",x,
3MGHRFQY2LAI48IMT8H4YFS4QWTY0I,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3HQUKB7LNG0AFXWN7IP36RS48O4HH6,A2RQCG4Q0PP4DZ,Submitted,Thu May 11 18:37:41 PDT 2017,Thu May 11 18:39:12 PDT 2017,Fri May 26 18:39:12 PDT 2017,,,,91,100% (7/7),100% (7/7),100% (7/7),I wonder if movies like Hidden Figures really can change the cultural attitudes about women scientists.,We need more movies like this one where women play strong and intelligent characters.,When I was little I loved A League of Their Own because it showed women playing baseball.,NA,Hidden Figures?  More like great figures!,I think it is a great movie for people to watch and see how women can do great things in the science field.,x,
3MGHRFQY2LAI48IMT8H4YFS4QWTY0I,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3L4D84MIL0E663RDVISOI48JKBYHJQ,A1R3MNDWBBDZ6L,Submitted,Thu May 11 09:44:10 PDT 2017,Thu May 11 09:45:16 PDT 2017,Fri May 26 09:45:16 PDT 2017,,,,66,100% (91/91),100% (91/91),100% (91/91),I wonder if movies like Hidden Figures really can change the cultural attitudes about women scientists.,I also think that women in other fields are becoming more accepted too!,"I met a woman scientist the other day, she was really smart.",no,Yeah. Now if only we could get more respect for scientists in general!,I think it can. Women scientists are gradually becoming more accepted.,x,
3MGHRFQY2LAI48IMT8H4YFS4QWTY0I,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3WRFBPLXRBANVLBZVVVE7HOQBVUN3D,A2DLH5XGBNYXWS,Submitted,Thu May 11 18:31:44 PDT 2017,Thu May 11 18:43:26 PDT 2017,Fri May 26 18:43:26 PDT 2017,,,,702,100% (2/2),100% (1/1),100% (1/1),I wonder if movies like Hidden Figures really can change the cultural attitudes about women scientists.,"It makes me wonder if scientists should develop a ""gender blind"" way of performing peer review of scientific papers.  Female scientists can't advance if their work never gets seen.","I used to work at a biotech company, and I had a male tech who worked for me.  When we would go present our data somewhere, people would often direct their questions to him, even though I was the senior colleague.  It's depressing.",NA,"When I was married, my husband and I would be introduced as ""Mr. and Dr. So-and-So,"" and more than once, someone said to us that they thought we were a gay couple, because it somehow never occurred to them that a woman could be a doctor!",I think it's going to take a lot more than a movie to change such deeply ingrained attitudes.  But maybe movies can at least get us talking about the subject.,x,
3566S7OX5D4ZWD732IV4Z7RHRPR17O,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,373ERPL3YPUD901L3HIMYEXY6RJTRB,AA6KOL8Y7E3DL,Submitted,Thu May 11 16:51:53 PDT 2017,Thu May 11 16:56:07 PDT 2017,Fri May 26 16:56:07 PDT 2017,,,,254,100% (4/4),100% (4/4),100% (4/4),"Who do you think should be cast as the next Bond? I liked Daniel Craig, but the last one was not as good.","I thought Pierce Brosnan was good, but most of the movies were mediocre.",My father is a big fan and we used to watch Bond movies all the time when I was a kid.,,They're going through Popes faster than Bonds these days.,"I like the idea of Idris Elba, it would be an interesting change and I like him a lot.",x,
3566S7OX5D4ZWD732IV4Z7RHRPR17O,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3GM6G9ZBKOJMCKOTY9M5CF3OZZTTML,A1R3MNDWBBDZ6L,Submitted,Thu May 11 09:56:15 PDT 2017,Thu May 11 10:00:06 PDT 2017,Fri May 26 10:00:06 PDT 2017,,,,231,100% (91/91),100% (91/91),100% (91/91),"Who do you think should be cast as the next Bond? I liked Daniel Craig, but the last one was not as good.","Yeah, I like Craig's other roles too.",The first Bond movie I saw was Goldeneye.,no,Why not just get me to do it? I could be suave and cool!,"I think they should bring back Sean Connery. Make the film about an aging James Bond, it could work!",x,
3566S7OX5D4ZWD732IV4Z7RHRPR17O,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3R9WASFE202CSM5BIE7A3DKWOZNFZB,A1GR8T8TUTJO00,Submitted,Thu May 11 16:19:21 PDT 2017,Thu May 11 16:20:43 PDT 2017,Fri May 26 16:20:43 PDT 2017,,,,82,0% (0/0),0% (0/0),0% (0/0),"Who do you think should be cast as the next Bond? I liked Daniel Craig, but the last one was not as good.",Sean Connery was the best.,The Rock would be better.,,James Bond sucks!,I like Stone Cold Steve Austin as Bond.,x,
3IQ9O0AYW6KXUH08NSJBW20LXOSIT8,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3N4BPTXIO9E6M93FD2ZZ2YXMT7YUKZ,AKHH4W14A6AN9,Submitted,Thu May 11 07:41:26 PDT 2017,Thu May 11 07:51:47 PDT 2017,Fri May 26 07:51:47 PDT 2017,,,,621,100% (5/5),100% (5/5),100% (5/5),So many people these days get their news from late night TV rather than from reading the newspaper.,"I read the news online, haven't touched a newspaper in years.","As a child, my favorite thing on Sunday morning was picking the comics out of the newspaper and reading them.",,"Well, if you watch the news you have the chance to see some great bloopers and drama these days!","The newspaper is so obsolete these days, especially when you can go on line and find out about anything you want.",x,
3IQ9O0AYW6KXUH08NSJBW20LXOSIT8,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3TMFV4NEP90ZJCQJZDHXUH9SJNFW8H,A1R3MNDWBBDZ6L,Submitted,Thu May 11 07:49:36 PDT 2017,Thu May 11 07:51:16 PDT 2017,Fri May 26 07:51:16 PDT 2017,,,,100,100% (91/91),100% (91/91),100% (91/91),So many people these days get their news from late night TV rather than from reading the newspaper.,"Of course, I don't get my news from either. I prefer getting my news online.","I remember reading the paper back in high school, but I don't really do that anymore.",no,"Of course, the newspaper has one thing TV news will never have: The funnies!",I see why; It's more convenient to have the news reported to you passively than it is to read the paper.,x,
3IQ9O0AYW6KXUH08NSJBW20LXOSIT8,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,3ZWFC4W1UVT3QVJK8XDXHAIXEC6RFJ,A5N6QK76RTR7R,Submitted,Thu May 11 06:26:15 PDT 2017,Thu May 11 06:46:04 PDT 2017,Fri May 26 06:46:04 PDT 2017,,,,1189,100% (231/231),100% (231/231),100% (231/231),So many people these days get their news from late night TV rather than from reading the newspaper.,I think most Trump supporters never read.,Finding a Trump supporter with an informed opinion is like sighting a unicorn.,NA,"I saw this funny picture that had photo shopped a document Trump was holding up and it read, ""Do they allow Twitter in Prison..just asking for a friend"".",I know it's really tragic actually.,x,
37SDSEDIN9N3WRCMCNNAD7NC29X18B,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:21 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:21 PDT 2017,,,33NF62TLXKOX8TSL13VLVWOBCQCKJ3,A5N6QK76RTR7R,Submitted,Thu May 11 04:33:37 PDT 2017,Thu May 11 04:35:56 PDT 2017,Fri May 26 04:35:56 PDT 2017,,,,139,100% (231/231),100% (231/231),100% (231/231),"I watched that Netflix series ""Stranger Things"". Seemed like a bit of ET and Close Encounters of the Third Kind, all mixed up.",I honestly love those gritty family dramas more like Ray Donovan.,I remember trying to get into one of those stupid sitcoms and I just couldn't do it.,,Some of them are so inane it makes you realize what all the Trump supporters must be doing in their spare time when their busy not being racists.,I don't really go for sci fi.,x,
