HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.WORKER_ID_level1,Input.Dialogueacts_level1,Input.slot0,Input.slot1,Answer.change,Answer.comments,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Approve,Reject
3KWGG5KP6JN24JOOMLMDZL7YRCHCM7,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3K3R2QNK8CPM5DKO958ACPJ6MPMU9X,APF1EAZT104LQ,Approved,Thu May 18 21:28:20 PDT 2017,Thu May 18 21:34:16 PDT 2017,Fri Jun 02 21:34:16 PDT 2017,Sun May 21 20:31:07 PDT 2017,,,356,100% (2/2),100% (2/2),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.TalkMore,So many people these days get their news from late night TV rather than from reading the newspaper.,TV news is just a paperless newspaper.,Do you wanna get a pizza?,,I prefer the paper. You can form a better opinion when you're reading it alone.,I can't stand the news on the television. I do not like news anchors.,"Yeah, news people are boring.",,
3KWGG5KP6JN24JOOMLMDZL7YRCHCM7,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3R0T90IZ1TY5YTQW1KTKA0JNJ59GC5,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:11:53 PDT 2017,Fri May 19 07:14:04 PDT 2017,Sat Jun 03 07:14:04 PDT 2017,Sun May 21 20:31:07 PDT 2017,,,131,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.TalkMore,So many people these days get their news from late night TV rather than from reading the newspaper.,TV news is just a paperless newspaper.,"I wonder how long TV news will last, though...",no,"I suppose that's true, it's basically like having someone read the newspaper to you.","That's an interesting analogy. Of course, you could go on to argue that online news is just TV news without TV.",I can't imagine why the newspaper died in popularity; Who doesn't love their news soaked in rainwater?,,
3KWGG5KP6JN24JOOMLMDZL7YRCHCM7,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3R5F3LQFV366YZI4HHQ0Q7TAJC9ZO3,A3EQR9C0L23O6E,Approved,Fri May 19 11:02:05 PDT 2017,Fri May 19 11:19:56 PDT 2017,Sat Jun 03 11:19:56 PDT 2017,Sun May 21 20:31:07 PDT 2017,,,1071,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.TalkMore,So many people these days get their news from late night TV rather than from reading the newspaper.,TV news is just a paperless newspaper.,"I'm more interested in reading a good book than a newspaper, like maybe the latest crime thriller.",,It's like having the newspaper read to you.,It's useful for catching up on important events while you take care of your kids.,"or if you've forgotten how to read and need things dumkbed down, TV news is great.",,
3I6NF2WGIGHHDOJNW81A8AHR39J5GK,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,32Q90QCQ1T7PXD6TN2KUYGBJB1XKE5,A3EQR9C0L23O6E,Approved,Fri May 19 11:07:04 PDT 2017,Fri May 19 11:40:07 PDT 2017,Sat Jun 03 11:40:07 PDT 2017,Sun May 21 20:31:04 PDT 2017,,,1983,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.negative,So many people these days get their news from late night TV rather than from reading the newspaper.,"I mean, the paper's great; I love bringing in a wet, soggy stack of news on a rainy day.",My butler is great at ironing.,,"Well it's useful for all kinds of things, like getting the weather report and getting elite journalists' opinions.",I really love the newspaper for lining my bird cages though.,Anyway don't you have your butler iron it dry for you?,,
3I6NF2WGIGHHDOJNW81A8AHR39J5GK,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,32SCWG5HIIQMVPAUUC64I955O7M6P2,A1NIKHUA79SWGD,Approved,Thu May 18 21:25:40 PDT 2017,Thu May 18 21:35:31 PDT 2017,Fri Jun 02 21:35:31 PDT 2017,Sun May 21 20:31:04 PDT 2017,,,591,100% (21/21),100% (21/21),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.negative,So many people these days get their news from late night TV rather than from reading the newspaper.,"I mean, the paper's great; I love bringing in a wet, soggy stack of news on a rainy day.","Anyway, I don't read the newspaper much. I prefer to read books instead. Sci-fi novels and non-fiction mostly. Are there any specific kinds of books you read?",N/A,"The ink is all runny, and you can't even tell what the pictures are of anymore. How am I supposed to enjoy reading a bunch of smudgy blobs?","Though, if I'm being honest, even when it's not wet outside the newspaper isn't my favorite way to read about the news. It's great for local stuff, but everything else you could read online as the story develops. News in newspapers is usually a bit dated, and the news you can get online is free.","Still, it's better than watching those late night talk shows where they go, ""Did you hear about this? The president is a moron. He did a really stupid thing today. Gave away classified information, because he's so dumb. That's the joke. He's an idiot. And I'm explaining it because he's so stupid, he wouldn't understand it otherwise!"", you know? So original. What a great way to get your news.",,
3I6NF2WGIGHHDOJNW81A8AHR39J5GK,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,37WLF8U1WQCLKYDEHK1WMSJ6U0F6K6,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:10:16 PDT 2017,Fri May 19 07:11:52 PDT 2017,Sat Jun 03 07:11:52 PDT 2017,Sun May 21 20:31:04 PDT 2017,,,96,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.negative,So many people these days get their news from late night TV rather than from reading the newspaper.,"I mean, the paper's great; I love bringing in a wet, soggy stack of news on a rainy day.",I wonder if online news will be replaced by something too. Like news that just directly uploads to our brains!,no,"Yeah, that's true. TV News has kind of killed the paper.","Of course, TV news is on the chopping block next. Online news is really hurting television.","What, you don't like waiting for hours for some talking head to tell you what happened?",,
31ANT7FQN8NVDKEYGEJSTATSI9W5HJ,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3AWETUDC93EW2D71JMDV6AXO70OZIG,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:53:29 PDT 2017,Fri May 19 07:55:41 PDT 2017,Sat Jun 03 07:55:41 PDT 2017,Sun May 21 20:30:56 PDT 2017,,,132,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.positive,So many people these days get their news from late night TV rather than from reading the newspaper.,"I know! At this rate, the newspaper industry is finished! Mark my words, the paper is done for!",What about TV news being replaced by online news?,no,That's true. But I won't miss it.,"Yeah, it's run its course. And TV news may not be far behind.","Maybe we'll see the newspaper in the obituaries. Oh, wait.",,
31ANT7FQN8NVDKEYGEJSTATSI9W5HJ,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3F1567XTNXRUDKD7SWO52OMHJ4H9Q8,A1NIKHUA79SWGD,Approved,Thu May 18 21:39:56 PDT 2017,Thu May 18 21:43:42 PDT 2017,Fri Jun 02 21:43:42 PDT 2017,Sun May 21 20:30:57 PDT 2017,,,226,100% (21/21),100% (21/21),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.positive,So many people these days get their news from late night TV rather than from reading the newspaper.,"I know! At this rate, the newspaper industry is finished! Mark my words, the paper is done for!","Oh well, I guess industries die and start up all the time. Who knows where they'll end up. If you could end up working in a different industry, what would you like to be doing?",,All those jobs lost. I wonder where all the reporters and newspaper editors will end up. Maybe they'll have to get jobs in TV too?,"Of course, it's not just newspapers. The entire paper industry is dying. It's been going for years, little by little. No one wants to read paper books when they can get them electronically on their tablets. And no one wants to buy newspapers when they can read news on Facebook for free. The death of these industries is inevitable.","With all those leftover, unsold newspapers, I'll be able to build myself a paper house, paper clothes, and a giant bonfire to keep myself warm. I'll be set for life! I'll be like a superhero; Paperman. My power is that I selfishly hoard old newspapers and use them for mundane tasks!",,
31ANT7FQN8NVDKEYGEJSTATSI9W5HJ,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3OB0CAO74IBW1SMCHITRSRN71Z9HYU,A2NCTYNRRW82XF,Approved,Fri May 19 12:46:11 PDT 2017,Fri May 19 12:50:45 PDT 2017,Sat Jun 03 12:50:45 PDT 2017,Sun May 21 20:30:57 PDT 2017,,,274,100% (1/1),100% (1/1),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.positive,So many people these days get their news from late night TV rather than from reading the newspaper.,"I know! At this rate, the newspaper industry is finished! Mark my words, the paper is done for!",I enjoy TV personalities immensely however they put a sill face or joke on a moment and it helps bring clarity in needed moments.,"fun, thanks!","TV continues to be in our lives while the paper is getting outdated, when we look for information we look to the internet.","The newspaper was printed several hours ago breaking news might have changed the story and a reader can't dig deeper into a topic mentioned in the article, what you see is what you get.",Also the newspaper don't have enough FAKE NEWS to satisfy most readers.,,
3P7QK0GJ3T6P58V54HN1VAULUPM2Z5,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,33CUSNVVNOYOTBU11A1RG1665Y688C,A3EQR9C0L23O6E,Approved,Fri May 19 11:07:52 PDT 2017,Fri May 19 11:46:22 PDT 2017,Sat Jun 03 11:46:22 PDT 2017,Sun May 21 20:31:17 PDT 2017,,,2310,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.rhetorical,So many people these days get their news from late night TV rather than from reading the newspaper.,What's TV news have that the newspaper doesn't have?,"I'm thinking of getting rid of my TV thouugh, and switching just to Netflix.",,Some people just don't like to sit still long enough to read the paper.,They can do housework or put the kids to bed while listening to the news.,Of course some people find the political analysts great for listening to when they need to go to sleep.,,
3P7QK0GJ3T6P58V54HN1VAULUPM2Z5,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3BEFOD78W7F2VZ93J8LX47RWNECM4E,A1A3FPYX092XW1,Approved,Fri May 19 08:58:09 PDT 2017,Fri May 19 09:05:22 PDT 2017,Sat Jun 03 09:05:22 PDT 2017,Sun May 21 20:31:18 PDT 2017,,,433,100% (3/3),100% (3/3),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.rhetorical,So many people these days get their news from late night TV rather than from reading the newspaper.,What's TV news have that the newspaper doesn't have?,Do you find that you don't read as much as you used to nowadays too?,None,Perhaps it's because TV shows have a lot more elements to keep things interesting aside from just reporting the news.,I do agree with you though - I don't think I actually know anyone that reads or buys physical copies of newspapers anymore. I guess the convenience of switching on the TV and having some presenter report information instantly appeals more.,"I wonder if it's actually because people have gotten so lazy that they can't be bothered to read? Come to think of it, I've not picked up a book in months!",,
3P7QK0GJ3T6P58V54HN1VAULUPM2Z5,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3C5W7UE9CGCTT1XD3JN21IOUG99MXL,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:18:48 PDT 2017,Fri May 19 07:19:54 PDT 2017,Sat Jun 03 07:19:54 PDT 2017,Sun May 21 20:31:18 PDT 2017,,,66,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1R3MNDWBBDZ6L,Answer.rhetorical,So many people these days get their news from late night TV rather than from reading the newspaper.,What's TV news have that the newspaper doesn't have?,"On that note, internet news is better than both of them.",no,"Well, it has sound and visuals. For a lot of people that's what they want.","It has convenience of not having to read through a paper, and I can understand the appeal.","Aside from the visual and audio aspects, nothing!",,
3NOEP8XAU4NWSKWW5XASU2M3XZFXPP,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,39GAF6DQWSM4TN6TAI3MT5362NQV13,A13NOSGEQMNGP8,Approved,Fri May 19 05:55:06 PDT 2017,Fri May 19 05:57:38 PDT 2017,Sat Jun 03 05:57:38 PDT 2017,Sun May 21 20:31:09 PDT 2017,,,152,100% (12/12),100% (12/12),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.TalkMore,So many people these days get their news from late night TV rather than from reading the newspaper.,Watching the late show is like reading the news in the morning!,If you are awake that late wouldn't you rather watch a movie or something?,Interesting,Are there certain late night news programs that you think are more informative than others?,Does the late night TV news provide as many details as the morning newspaper?,"I know but I go to bed so early, how do people stay up late for the news.",,
3NOEP8XAU4NWSKWW5XASU2M3XZFXPP,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3FTYUGLFSV7HNO7QKK54Q9AGEW4D5H,A2C27YTQSQ1GXS,Approved,Fri May 19 06:46:51 PDT 2017,Fri May 19 06:48:20 PDT 2017,Sat Jun 03 06:48:20 PDT 2017,Sun May 21 20:31:09 PDT 2017,,,89,100% (24/24),100% (24/24),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.TalkMore,So many people these days get their news from late night TV rather than from reading the newspaper.,Watching the late show is like reading the news in the morning!,Did you ever see family feud,,I agree I love watching the late show,The late show with David Letterman is my favorite,Just pop a bag of popcorn when you can't sleep and watch away,,
3NOEP8XAU4NWSKWW5XASU2M3XZFXPP,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3IO1LGZLKAJ1PXBD8V4TWNAFZ0H68J,A2CSV75E3JT58Y,Approved,Fri May 19 06:42:42 PDT 2017,Fri May 19 06:45:45 PDT 2017,Sat Jun 03 06:45:45 PDT 2017,Sun May 21 20:31:09 PDT 2017,,,183,100% (9/9),100% (9/9),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.TalkMore,So many people these days get their news from late night TV rather than from reading the newspaper.,Watching the late show is like reading the news in the morning!,Then there's Saturday Night Live which has taken on a whole new life thanks to Sean Spicer and Trump,,I know what you mean.  Trump has given the late night hosts so much material to work with,I think Stephen Colbert has benefited the most from the Trump fiasco as his late show was doing poorly before Trump came along,When Trump gets impeached maybe he can start his own late show and poke fun and the late night hosts.,,
3PIOQ99R7Y748VQOKDMD66I432XUNY,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3HHRAGRYX9RRS80RDJW1DJRH49TO9L,A3EQR9C0L23O6E,Approved,Fri May 19 11:08:41 PDT 2017,Fri May 19 11:52:06 PDT 2017,Sat Jun 03 11:52:06 PDT 2017,Sun May 21 20:31:18 PDT 2017,,,2605,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.negative,So many people these days get their news from late night TV rather than from reading the newspaper.,"Yes, because isn't that what the late shows are all about?  News.",I really miss Conan.,,Late night talk shows are mostly biased and offer one opinion.,The commentary tends to be heavily slanted toward the Left.,I suppose it is better to laugh at the state of the world than to feel like sobbing hysterically though.,,
3PIOQ99R7Y748VQOKDMD66I432XUNY,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3HOSI13XH0ACR1MJZQNNOLY8RD7DDU,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:58:35 PDT 2017,Fri May 19 08:01:27 PDT 2017,Sat Jun 03 08:01:27 PDT 2017,Sun May 21 20:31:18 PDT 2017,,,172,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.negative,So many people these days get their news from late night TV rather than from reading the newspaper.,"Yes, because isn't that what the late shows are all about?  News.",How do you get news?,no,"That's true. It's all news, all the time.","Yeah, I miss when I could escape the news cycle. I miss being able to joke about irrelevant things to real life.",No news really is good news.,,
3PIOQ99R7Y748VQOKDMD66I432XUNY,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3ZOTGHDK5JX9XNWQMPWSUEW7WRZSO5,A1NIKHUA79SWGD,Approved,Thu May 18 22:50:06 PDT 2017,Thu May 18 22:59:10 PDT 2017,Fri Jun 02 22:59:10 PDT 2017,Sun May 21 20:31:18 PDT 2017,,,544,100% (21/21),100% (21/21),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.negative,So many people these days get their news from late night TV rather than from reading the newspaper.,"Yes, because isn't that what the late shows are all about?  News.","Personally, I have no problem with getting your news with a dose of entertainment, but I prefer to get my news from Vloggers instead. Their opinions seem more real to me. I just feel like I'm able to relate to them somehow, you know?",,It's all about having someone regurgitate the day's topics that everyone who has already glanced at trending news section anywhere on the internet has already heard.,"No one seems to care about humor, or celebrities anymore. It's not about watching interesting interviews, or hearing neat little anecdotes. People just want to dose off while feeling like they're informed about stuff.","I mean, I could watch a serious, in-depth program about the news like Frontline for free on PBS, or I could watch highlights from last night's monologue by Jimmy ""Everyone In Late Night TV Is Named Jimmy"" Bland-Middle-America so I have something to talk about with my coworkers over lunch so I can feel like I'm in the know about things! Look at me! I'm smart and topical! Hurhurhur!",,
3U18MJKL1U78M19OYM1DC0WYW2RCN7,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3TXMY6UCAFAWBIKA4GYW4ENPPSPCQ3,A1A3FPYX092XW1,Approved,Fri May 19 08:45:58 PDT 2017,Fri May 19 08:56:42 PDT 2017,Sat Jun 03 08:56:42 PDT 2017,Sun May 21 20:31:20 PDT 2017,,,644,100% (3/3),100% (3/3),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.positive,So many people these days get their news from late night TV rather than from reading the newspaper.,"Yeah, I really love watching the late show.  They have totally a lot more news than the regular paper.",I like the mix of entertainment and factual content and how different hosts vary how they present the shows. But I tend to drift off to sleep halfway through! Am I the only person this happens to or do you find that as well?,NA,I like the variety of topics they cover and it's a lot more enjoyable than a static page of text.,"Plus, sometimes the hosts also interact with the audience in the studio, which I think adds something different into the mix too. And I'll sometimes learn about news stories and things I never considered, so it can really broaden your horizons.",There have been some serious nuts on TV though! Sometimes people in the audience say the craziest things. Although I'm never sure if it was deliberately done by the show producers or if these people are for real.,,
3U18MJKL1U78M19OYM1DC0WYW2RCN7,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3U088ZLJVLFH1NLG494I123A4400WT,A3GNQDFPZALU92,Approved,Fri May 19 06:52:46 PDT 2017,Fri May 19 07:08:09 PDT 2017,Sat Jun 03 07:08:09 PDT 2017,Sun May 21 20:31:20 PDT 2017,,,923,100% (17/17),100% (15/15),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.positive,So many people these days get their news from late night TV rather than from reading the newspaper.,"Yeah, I really love watching the late show.  They have totally a lot more news than the regular paper.","They do, but I still like to read a bit, too, to feel really informed. Speaking of reading, did you get the new ""30 Best Short Stories of the Year"" book? It's really excellent so far.",,"Yeah, I'll confess, I actually do get caught up on the day's news by watching the late night guys do their stuff. I feel like I'm still as informed as when I used to read the newspaper every day.","I know, it's become a real habit for me, too. The thing is, I still know everything that's going on in the world, more or less, but I also get to laugh a little, too, and that's not the kind of perspective I've ever been able to find in a newspaper.","Oh yeah, and then right after the insightful and erudite exploration of China's geopolitical future, especially as it relates to past divisions both internally and across its borders, Jimmy is gonna play Paintball Pie-Fight Password with his guests, actress Kaley Cuoco, comedian Jim Gaffigan, and historian Doris Kearns Goodwin. So you're all set there, news-wise.",,
3U18MJKL1U78M19OYM1DC0WYW2RCN7,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:21 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:21 PDT 2017,,,3ZDAD0O1T2ZX6WNXCGOENWJMAH5XTX,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:24:53 PDT 2017,Fri May 19 07:26:35 PDT 2017,Sat Jun 03 07:26:35 PDT 2017,Sun May 21 20:31:20 PDT 2017,,,102,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A34QZDSTKZ3JO9,Answer.positive,So many people these days get their news from late night TV rather than from reading the newspaper.,"Yeah, I really love watching the late show.  They have totally a lot more news than the regular paper.",Maybe online news will replace both.,no,"That's true, you get more variety on TV.","I suppose so. You do have to wait for them to deliver it though. With the paper, you can read at your own pace.",A lot more editorializing too. I love when half the news is the anchors' personal opinions.,,
